id,omega,power,period,period_hours
10003298,50.68860719422797,0.8413822005359018,0.12395655858334706,2.974957406000329
10004892,9.34227411351902,0.6319690909630796,0.6725541587446373,16.141299809871295
10013411,11.31471266682464,0.31364374294479985,0.5553110796708282,13.327465912099875
10021274,10.890763104895841,0.7789650514715284,0.5769279201707215,13.846270084097316
10022663,10.200626760943159,0.661189944971166,0.6159607104964437,14.78305705191465
10025796,45.554935027919875,0.8461684032679379,0.13792545864303668,3.3102110074328803
10028253,7.535937451592773,0.5287825263776815,0.8337629322880846,20.01031037491403
10030349,11.527016593424095,0.6958439988238455,0.5450833922425342,13.082001413820821
10032668,17.53065288581943,0.9167482344485147,0.3584113693941236,8.601872865458967
10038903,12.650242356868853,0.5967219139881401,0.4966849748746458,11.9204393969915
10040133,10.291209014294033,0.7475486105579617,0.6105390822839688,14.652937974815252
10040491,22.14637990343078,0.3830745502263686,0.2837116194419763,6.809078866607432
10045187,11.031103369172856,0.7381444258017598,0.569588108904714,13.670114613713135
10045615,22.03967749744509,0.8763783410914755,0.28508517458605975,6.842044190065434
10046720,10.036378396774886,0.8025134688138938,0.626041093587966,15.024986246111183
10047498,12.820606844230015,0.7219792225169004,0.4900848597511879,11.762036634028508
1004849,13.704831269117866,0.54674248662753,0.45846498828029814,11.003159718727154
1005497,9.61312167442519,0.7134345459000104,0.6536050951997634,15.686522284794322
10064356,10.000778935795458,0.6644259449355235,0.6282695925504751,15.078470221211402
10066464,9.448396134364232,0.8032637568119918,0.6650001987456226,15.96000476989494
10071455,21.3849611772491,0.5073710178945704,0.293813266954354,7.051518406904496
10084768,9.722971358034254,0.7383952630205335,0.6462206948689286,15.509296676854287
10085065,18.61735151347472,0.9099708739748436,0.3374908242255614,8.099779781413474
10086396,9.360612692520583,0.7865029575938635,0.6712365433301224,16.109677039922936
10089441,20.985645469869425,0.9374709706063071,0.2994039576338407,7.185694983212176
1009459,51.106008075157476,0.7917455192136384,0.12294416143674171,2.950659874481801
10099492,33.361879310198056,0.7637108916171647,0.18833427364084201,4.520022567380209
10100966,10.1976077564307,0.7821374843439555,0.6161430658300575,14.78743357992138
10101561,44.93351950353277,0.8611448238894218,0.13983292153835375,3.35599011692049
10102166,51.52465980122247,0.6202606613808905,0.12194520704104701,2.9266849689851284
10113493,15.992082071131033,0.9206209994917088,0.39289351312935145,9.429444315104435
10114059,11.407709320945704,0.7746891278789841,0.5507841346941602,13.218819232659845
10116555,12.26165440932998,0.7023924226086224,0.5124255746760132,12.298213792224317
10123919,10.019086012167108,0.7648089631697191,0.6271216056583734,15.05091853580096
10127760,45.779224422247424,0.840446143887474,0.13724971068155828,3.2939930563573987
10127904,22.909711214316044,0.3001054642739278,0.2742585992639352,6.582206382334444
10132759,19.65703529120395,0.20067578188080737,0.3196405365355965,7.671372876854315
1013374,30.145410664743867,0.7851276318001014,0.2084292490507683,5.002301977218439
10135800,22.348345855785436,0.7231478724259455,0.28114766738107483,6.747544017145795
1013889,12.452542369416784,0.6769194761506497,0.5045704821379267,12.10969157131024
10141859,9.12468624927637,0.7376927147192145,0.688591929139248,16.526206299341954
1014960,22.066370330540497,0.7167415295822672,0.28474031809769257,6.833767634344621
10157893,61.2244851054429,0.7751408343795996,0.10262536787950882,2.4630088291082117
10164624,42.36361617687866,0.8715962994932313,0.1483156036761763,3.559574488228231
10166691,39.26375404924941,0.7341792849537581,0.1600250780732389,3.8406018737577337
10178590,126.71478285044779,0.6790853016276474,0.04958525884541168,1.1900462122898803
10178648,47.683495107227486,0.642256645893477,0.13176855624887343,3.1624453499729626
10183351,16.77277914632294,0.9110004670523639,0.37460609552931695,8.990546292703607
1018967,63.160063914724574,0.6275455991005423,0.09948035067954991,2.387528416309198
1019294,16.241849085016426,0.5433616386333979,0.3868516001035871,9.28443840248609
10195209,44.99004598925389,0.8556443731879465,0.13965723237269767,3.351773576944744
10212012,7.08807654920518,0.7234025563167802,0.8864443355770685,21.274664053849644
